filename,width,height,class,xmin,ymin,xmax,ymax
CDY_20180427_152937457_BURST000_COVER_TOP.jpg,2048,1536,uva,997.0,734.0,1078.1,838.0
CDY_20180427_152937457_BURST000_COVER_TOP.jpg,2048,1536,uva,1003.9,534.0,1105.9,693.0
CDY_20180427_152937457_BURST000_COVER_TOP.jpg,2048,1536,uva,91.0,838.0,169.0,947.1
CDY_20180427_152937457_BURST000_COVER_TOP.jpg,2048,1536,uva,883.1,468.0,1053.1,687.0
CDY_20180427_152937457_BURST000_COVER_TOP.jpg,2048,1536,uva,370.1,793.0,490.1,1015.0
CDY_20180427_152937457_BURST000_COVER_TOP.jpg,2048,1536,uva,308.9,734.1,452.9,840.1
CDY_20180427_152937457_BURST000_COVER_TOP.jpg,2048,1536,uva,4.0,682.1,148.0,963.0
CDY_20180427_152937457_BURST000_COVER_TOP.jpg,2048,1536,uva,1588.9,699.0,1703.0,900.1
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1369.0,661.0,1528.9,824.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1132.1,826.1,1239.0,1010.1
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1458.1,903.9,1532.0,1032.9
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1983.0,874.1,2045.1,1057.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1916.0,678.0,2039.9,862.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1587.1,461.0,1763.0,647.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1550.0,854.9,1676.0,979.9
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,722.0,774.9,897.9,982.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1370.9,880.0,1445.9,1029.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1083.0,748.0,1205.1,954.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,504.9,730.0,759.9,850.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,762.1,467.0,955.0,591.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,636.1,634.1,924.0,768.0
CDY_20180427_153021423_BURST001.jpg,2048,1536,uva,1217.9,590.1,1360.9,717.1
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,833.0,727.4,934.6,906.2
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,1011.3,582.1,1135.7,752.3
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,753.8,967.6,864.5,1133.7
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,804.6,995.6,920.4,1218.1
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,738.0,816.8,864.5,999.0999999999999
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,713.7,645.1,820.4000000000001,823.9000000000001
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,512.5,638.5,647.1,759.4
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,431.7,759.4,643.5,888.9
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,1677.2,545.5,1836.2,690.8
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,1414.1,725.8,1557.8,946.1999999999999
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,1111.4,844.7,1191.7,972.7
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,1562.9,419.6,1761.0,694.4000000000001
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,955.4,727.4,1144.4,1039.3
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,1678.7,625.8,1833.1000000000001,879.8
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,1846.9,585.7,2023.7,848.3000000000001
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,1985.5,461.2,2048.0,582.1
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,77.7,625.8,249.39999999999998,813.1999999999999
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,18.3,778.2,140.70000000000002,957.0
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,179.3,795.9,381.0,1114.9
CDY_20180427_153126820_BURST000_COVER_TOP.jpg,2048,1536,uva,407.4,890.4,591.3,1139.3
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,1011.3,603.4,1128.6,760.9
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,1670.1,660.8,1831.1,886.8
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,1967.7,461.2,2048.0,595.8
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,1845.3,590.7,2020.0,864.0
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,1670.1,559.2,1829.6,710.1
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,64.0,645.1,233.7,834.6
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,7.6,808.1,134.1,990.4000000000001
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,169.1,820.3,377.4,1140.8
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,405.3,913.3,561.2,1153.0
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,417.5,783.7,620.7,990.4000000000001
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,509.0,662.9,643.6,876.7
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,712.1,664.4,831.0,861.0
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,829.5,746.7,925.5,959.0
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,733.0,816.8,864.6,1025.6
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,798.0,1013.3,915.3,1240.8999999999999
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,755.8,1030.6,808.0999999999999,1151.5
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,939.7,755.8,1134.2,1053.5
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,1095.6,858.9,1185.0,988.4
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,1407.5,729.4,1559.9,960.5
CDY_20180427_153126820_BURST001.jpg,2048,1536,uva,1547.2,440.4,1741.7,701.5
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,453.0,891.0,697.9,1144.0
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,838.0,936.0,933.0,1112.0
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,955.0,839.0,1061.1,965.0
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,1015.0,934.0,1110.0,1112.0
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,1097.0,944.0,1225.0,1160.0
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,1313.1,765.9,1437.0,904.9
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,1328.9,909.0,1478.8000000000002,1136.0
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,1584.0,834.0,1694.0,1014.0
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,1460.9,872.0,1572.9,1013.9
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,1457.0,1188.0,1580.9,1389.1
CDY_20180427_153144437_BURST000_COVER_TOP.jpg,2048,1536,uva,1801.9,901.0,1929.9,1034.9
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,599.4,868.1,750.3,1102.8
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,1983.5,585.7,2043.9,791.9000000000001
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,1719.9,756.8,1828.1000000000001,930.0
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,1635.6,625.3,1761.1,896.5
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,1588.3,563.3,1728.0,828.4
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,1405.5,925.0,1607.2,1033.2
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,1362.8,693.3,1492.8,920.3
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,1270.9,787.3,1380.1000000000001,931.5999999999999
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,973.7,756.8,1045.3,856.9
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,1056.5,546.0,1186.5,807.6
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,438.9,296.6,619.7,463.20000000000005
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,681.7,679.1,778.7,788.8000000000001
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,523.2,742.6,623.3000000000001,936.1
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,197.6,673.0,318.5,968.1
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,399.2,590.2,478.4,691.8000000000001
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,262.6,511.0,432.8,842.7
CDY_20180427_153152483_BURST001.jpg,2048,1536,uva,143.7,628.3,272.2,777.5999999999999
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,272.3,398.2,515.1,711.0999999999999
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,540.4,127.0,946.7,865.0
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,293.1,859.9,556.2,1039.2
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,400.8,458.7,632.4,880.8
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,1409.0,990.5,1742.2,1514.2
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,1269.3,525.2,1456.2,745.6
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,1613.7,504.4,1819.9,836.0999999999999
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,1402.4,274.3,1773.7,495.3
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,924.4,642.5,1151.4,992.0
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,840.6,847.2,939.1,930.0
CDY_20180427_153201477_BURST000_COVER_TOP.jpg,2048,1536,uva,1866.2,571.4,2044.0,772.5
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,385.0,811.1,484.9,884.1
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,538.9,689.0,641.9,792.1
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,522.9,757.9,672.0,966.9
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,688.9,912.0,795.0,1117.1
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,845.1,1090.1,1003.0,1271.0
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1003.9,1126.0,1141.9,1282.1
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1083.9,968.1,1211.9,1143.1
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1102.1,421.9,1226.0,672.9
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1197.0,555.0,1341.0,870.0
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1262.0,863.1,1405.0,1091.0
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1417.9,873.9,1507.0,1039.9
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1503.0,851.0,1593.9,1026.0
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1536.0,602.0,1649.0,857.0
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1604.9,707.0,1782.9,1047.1
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1813.0,907.0,1923.0,1033.0
CDY_20180427_153310519_BURST000_COVER_TOP.jpg,2048,1536,uva,1872.0,845.0,1975.0,955.0
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,35.6,561.8,248.4,706.0999999999999
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,1914.9,780.7,2015.0,912.3000000000001
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,1845.3,631.4,1981.8999999999999,844.2
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,1796.1,856.9,2002.3,1045.9
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,1704.1,763.4,1876.8,1006.2
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,1597.5,698.4,1721.4,921.9
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,1491.3,879.2,1661.0,1109.3
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,1193.1,609.5,1377.0,914.3
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,981.8,812.7,1132.7,933.1
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,845.2,739.6,978.8000000000001,1017.4000000000001
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,743.6,898.0,837.6,998.1
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,520.1,1079.4,653.2,1299.8000000000002
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,362.7,1044.3,520.2,1301.3
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,221.5,856.9,386.6,1058.6
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,164.6,1004.7,307.29999999999995,1304.4
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,97.5,801.5,204.2,1074.3
CDY_20180427_153409150_BURST000_COVER_TOP.jpg,2048,1536,uva,53.3,756.8,137.1,972.6999999999999
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,485.1,759.9,567.4,1045.9
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,1564.4,820.3,1639.1000000000001,969.5999999999999
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,1483.2,980.8,1577.2,1074.3
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,1434.4,941.2,1505.5,999.6
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,1008.8,573.0,1127.7,907.7
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,888.4,650.7,1056.5,776.2
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,861.0,825.4,1035.7,1042.8
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,807.1,655.2,948.3,1025.0
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,737.5,647.6,835.5,871.1
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,510.5,1090.0,618.2,1228.2
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,166.1,921.9,294.6,1057.0
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,299.2,761.9,397.7,899.5999999999999
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,321.5,826.9,459.7,988.4
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,39.1,880.8,166.1,1079.3999999999999
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,391.1,704.5,513.5,871.1
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,986.4,980.8,1080.4,1113.8999999999999
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,1976.9,885.3,2045.5,1013.8
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,1851.4,885.3,2000.7,1042.8
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,1859.6,706.0,2002.3,853.8
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,1704.1,715.7,1842.3,945.8000000000001
CDY_20180427_153421615_BURST001.jpg,2048,1536,uva,1594.4,787.3,1749.8000000000002,993.5
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,654.7,556.7,792.9000000000001,791.9000000000001
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,623.2,877.7,810.1,1147.4
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,394.7,853.8,521.7,1126.6
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,276.8,871.1,400.70000000000005,1009.3
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,1621.3,928.5,1757.8999999999999,1109.3
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,1734.1,1003.2,1864.1,1184.0
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,1851.4,1331.3,1959.6000000000001,1442.5
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,1946.9,1407.5,2048.0,1534.5
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,784.8,652.2,932.5999999999999,874.2
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,867.6,791.9,1037.3,906.1999999999999
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,1040.8,366.2,1210.5,698.4
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,1161.1,593.3,1267.3,720.3
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,1180.4,650.7,1416.6000000000001,1028.6
CDY_20180427_153433120_BURST001.jpg,2048,1536,uva,1457.8,988.4,1581.7,1166.2
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,226.0,701.5,311.8,847.3
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,1775.2,842.7,1988.0,1284.1
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,1640.6,1047.4,1822.8999999999999,1353.7
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,1643.7,703.0,1770.7,927.0
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,1510.6,763.4,1715.3,1009.2
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,1409.0,577.5,1526.3,791.8
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,1309.0,771.0,1501.0,1107.8
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,1159.6,882.3,1296.1999999999998,1161.6999999999998
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,996.1,698.4,1267.3,1104.7
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,804.1,518.6,975.3,825.4000000000001
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,701.0,671.0,890.0,1020.5
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,453.1,721.8,619.7,920.4
CDY_20180427_153557690_BURST000_COVER_TOP.jpg,2048,1536,uva,321.5,460.2,534.3,796.5
CDY_20180427_153615626_BURST000_COVER_TOP.jpg,2048,1536,uva,1488.3,467.8,1796.1,812.7
CDY_20180427_153615626_BURST000_COVER_TOP.jpg,2048,1536,uva,667.4,969.7,932.5,1284.1
CDY_2019.jpg,2048,1365,uva,1197.0,698.0,1338.9,883.0
CDY_2019.jpg,2048,1365,uva,1040.1,778.1,1143.1,903.1
CDY_2019.jpg,2048,1365,uva,383.1,633.0,529.1,853.0
CDY_2019.jpg,2048,1365,uva,34.0,557.9,269.9,947.9
CDY_2019.jpg,2048,1365,uva,32.1,470.0,235.1,592.0
CDY_2019.jpg,2048,1365,uva,1382.9,440.0,1592.0,688.0
